,action_taken_name,loan_purpose_name,denial_reason_name_1
13381,Application denied by financial institution,Refinancing,Credit history
13382,Application denied by financial institution,Home improvement,Collateral
13383,Application denied by financial institution,Home improvement,Collateral
13384,Application denied by financial institution,Refinancing,Collateral
13385,Application denied by financial institution,Home improvement,Credit application incomplete
13386,Application denied by financial institution,Refinancing,Credit history
13387,Application denied by financial institution,Refinancing,Debt-to-income ratio
13388,Application denied by financial institution,Refinancing,Debt-to-income ratio
13389,Application denied by financial institution,Home purchase,Other
13390,Application denied by financial institution,Home improvement,Credit history
13391,Application denied by financial institution,Refinancing,Collateral
13392,Application denied by financial institution,Refinancing,"Insufficient cash (downpayment, closing costs)"
13393,Application denied by financial institution,Home purchase,Debt-to-income ratio
13394,Application denied by financial institution,Home purchase,Debt-to-income ratio
13395,Application denied by financial institution,Refinancing,Credit application incomplete
13396,Application denied by financial institution,Refinancing,Debt-to-income ratio
13397,Application denied by financial institution,Home purchase,Collateral
13398,Application denied by financial institution,Home improvement,Debt-to-income ratio
13399,Application denied by financial institution,Refinancing,Collateral
13400,Application denied by financial institution,Home purchase,Debt-to-income ratio
